Date,Close/Last,Volume,Open,High,Low
6/11/2021,$125.70 ,25246180,$126.25 ,$126.35 ,$124.91 
6/10/2021,$126.08 ,31234660,$124.70 ,$126.16 ,$124.70 
6/9/2021,$124.57 ,20126740,$124.98 ,$125.25 ,$124.37 
6/8/2021,$124.14 ,25065060,$124.00 ,$124.72 ,$123.41 
6/7/2021,$123.30 ,23849060,$122.57 ,$123.40 ,$122.05 
6/4/2021,$122.59 ,25948680,$121.13 ,$122.69 ,$120.89 
6/3/2021,$120.23 ,18345820,$119.75 ,$120.49 ,$119.14 
6/2/2021,$121.06 ,17162100,$121.77 ,$122.10 ,$120.21 
6/1/2021,$121.49 ,19165780,$121.10 ,$121.90 ,$120.24 
5/28/2021,$120.58 ,24107640,$121.10 ,$121.41 ,$120.38 
5/27/2021,$120.13 ,38962260,$121.85 ,$122 ,$120.10 
5/26/2021,$121.68 ,21856380,$120.64 ,$122.15 ,$120.63 
5/25/2021,$120.45 ,18838560,$121 ,$121.64 ,$120.15 
5/24/2021,$120.33 ,21243780,$118.35 ,$120.92 ,$118.01 
5/21/2021,$117.26 ,22832640,$118.30 ,$118.45 ,$117.12 
5/20/2021,$117.80 ,23831860,$116.40 ,$118.02 ,$116.05 
5/19/2021,$115.44 ,19350880,$113.22 ,$115.84 ,$113.18 
5/18/2021,$115.17 ,17302380,$116.85 ,$117.16 ,$115.16 
5/17/2021,$116.07 ,19835840,$115.47 ,$116.17 ,$114.75 
5/14/2021,$115.81 ,26624960,$114.59 ,$116.06 ,$114.17 
5/13/2021,$113.10 ,26670160,$113.05 ,$113.83 ,$112.14 
5/12/2021,$111.95 ,34933280,$113.09 ,$114.27 ,$111.50 
5/11/2021,$115.44 ,32110960,$114.59 ,$116.10 ,$114.15 
5/10/2021,$117.08 ,26005420,$118.74 ,$118.90 ,$116.74 
5/7/2021,$119.93 ,23277840,$120 ,$120.82 ,$119.50 
5/6/2021,$119.07 ,20617180,$117.53 ,$119.14 ,$117.12 
5/5/2021,$117.84 ,21805500,$118.42 ,$119.11 ,$117.57 
5/4/2021,$117.71 ,35120300,$118.49 ,$118.96 ,$115.59 
5/3/2021,$119.76 ,33787780,$120.14 ,$120.99 ,$119.23 
4/30/2021,$120.51 ,39142600,$120.22 ,$121.36 ,$120.11 
4/29/2021,$121.49 ,39553540,$120.52 ,$121.83 ,$120.11 
4/28/2021,$119.00 ,59728780,$120.36 ,$122.62 ,$118.74 
4/27/2021,$115.36 ,31971660,$116.80 ,$116.87 ,$115.21 
4/26/2021,$116.34 ,20833000,$116.00 ,$117.06 ,$115.69 
4/23/2021,$115.77 ,28703240,$114.17 ,$116.29 ,$113.91 
4/22/2021,$113.40 ,21096160,$114.66 ,$115.19 ,$112.82 
4/21/2021,$114.66 ,23934620,$114.26 ,$114.77 ,$112.93 
4/20/2021,$114.68 ,21774980,$115.39 ,$115.48 ,$113.59 
4/19/2021,$115.12 ,24688900,$114.60 ,$115.92 ,$114.39 
4/16/2021,$114.89 ,22601800,$115.15 ,$115.32 ,$114.22 
4/15/2021,$114.83 ,27472240,$113.85 ,$115.33 ,$113.30 
4/14/2021,$112.74 ,20219340,$113.76 ,$113.90 ,$112.46 
4/13/2021,$113.36 ,23316080,$113.07 ,$113.86 ,$112.80 
4/12/2021,$112.74 ,31317020,$113.31 ,$113.77 ,$111.92 
4/9/2021,$114.29 ,20887300,$112.84 ,$114.45 ,$112.69 
4/8/2021,$113.27 ,27165180,$113.90 ,$114.20 ,$112.88 
4/7/2021,$112.48 ,25797220,$111.31 ,$112.75 ,$111.27 
4/6/2021,$111.24 ,27060720,$111.13 ,$111.88 ,$110.74 
4/5/2021,$111.28 ,43297500,$107.65 ,$111.87 ,$107.58 
4/1/2021,$106.89 ,33979560,$104.90 ,$107.15 ,$104.84 
3/31/2021,$103.43 ,29198600,$102.96 ,$104.67 ,$102.84 
3/30/2021,$102.78 ,20735480,$102.88 ,$103.54 ,$102.20 
3/29/2021,$102.80 ,24595540,$101.39 ,$102.92 ,$100.78 
3/26/2021,$101.78 ,29876000,$101.94 ,$102.55 ,$100.70 
3/25/2021,$102.22 ,28378140,$102.24 ,$102.94 ,$100.54 
3/24/2021,$102.25 ,23080580,$103.27 ,$103.91 ,$102.08 
3/23/2021,$102.65 ,27339940,$102.59 ,$103.62 ,$101.96 
3/22/2021,$101.93 ,39096320,$102.09 ,$102.90 ,$101.30 
3/19/2021,$102.16 ,46297860,$102.10 ,$102.66 ,$100.88 
3/18/2021,$101.81 ,27248600,$103.05 ,$103.78 ,$101.68 
3/17/2021,$104.55 ,25980320,$103.80 ,$105.49 ,$102.70 
3/16/2021,$104.63 ,29831280,$103.95 ,$106.18 ,$103.50 
3/15/2021,$103.32 ,25966500,$103.12 ,$103.35 ,$102.18 
3/12/2021,$103.10 ,34515880,$104.25 ,$104.51 ,$102.38 
3/11/2021,$105.74 ,24781600,$103.70 ,$106.29 ,$103.62 
3/10/2021,$102.75 ,25371840,$103.59 ,$103.75 ,$101.67 
3/9/2021,$102.64 ,33946120,$103.50 ,$103.90 ,$102.39 
3/8/2021,$101.21 ,32948580,$105.06 ,$106.44 ,$101.08 
3/5/2021,$105.43 ,43904360,$103.66 ,$105.91 ,$102.32 
3/4/2021,$102.45 ,42360120,$101.17 ,$104.46 ,$101.01 
3/3/2021,$101.34 ,29683620,$103.36 ,$104.43 ,$100.50 
3/2/2021,$103.79 ,22691900,$103.81 ,$105.22 ,$103.56 
3/1/2021,$104.08 ,28102300,$102.83 ,$104.33 ,$102.31 
2/26/2021,$101.84 ,41676020,$102.53 ,$103.55 ,$100.80 
2/25/2021,$101.57 ,36568640,$103.37 ,$104.74 ,$101.06 
2/24/2021,$104.76 ,24966980,$102.09 ,$105.04 ,$101.91 
2/23/2021,$103.54 ,33347540,$101.25 ,$104.10 ,$100.10 
2/22/2021,$103.24 ,27350660,$103.35 ,$104.57 ,$103.11 
2/19/2021,$105.06 ,29152240,$105.96 ,$106.53 ,$104.87 
2/18/2021,$105.86 ,22437100,$105.52 ,$106.64 ,$105.19 
2/17/2021,$106.42 ,21418820,$105 ,$106.68 ,$104.95 
2/16/2021,$106.10 ,22676760,$105.22 ,$107.63 ,$105.22 
2/12/2021,$105.21 ,17117300,$104.51 ,$105.44 ,$104.16 
2/11/2021,$104.79 ,18913000,$104.98 ,$105.10 ,$103.87 
2/10/2021,$104.77 ,22709280,$104.71 ,$105.42 ,$103.15 
2/9/2021,$104.18 ,17797000,$103.93 ,$105.26 ,$103.93 
2/8/2021,$104.65 ,24848220,$105.30 ,$106.18 ,$103.60 
2/5/2021,$104.90 ,30702700,$103.50 ,$105.13 ,$102.97 
2/4/2021,$103.12 ,37046580,$103.44 ,$103.93 ,$102.13 
2/3/2021,$103.50 ,82363400,$103.65 ,$105.83 ,$100.92 
2/2/2021,$96.38 ,45474460,$96.13 ,$97.79 ,$95.72 
2/1/2021,$95.07 ,32043640,$92.68 ,$96.12 ,$92.55 
1/29/2021,$91.79 ,32251040,$92.31 ,$92.86 ,$90.51 
1/28/2021,$93.16 ,35462760,$92.20 ,$94.94 ,$92.13 
1/27/2021,$91.54 ,54965840,$94.13 ,$94.50 ,$90.45 
1/26/2021,$95.86 ,26262780,$94.44 ,$96.25 ,$94.21 
1/25/2021,$94.97 ,38546400,$96.03 ,$96.48 ,$93.38 
1/22/2021,$95.05 ,25444640,$94.78 ,$95.55 ,$94.09 
1/21/2021,$94.56 ,41278640,$94.90 ,$96.74 ,$94.36 
1/20/2021,$94.35 ,49805160,$91.57 ,$95.19 ,$91.28 
1/19/2021,$89.54 ,34692280,$87.61 ,$90.46 ,$87.07 
1/15/2021,$86.81 ,26843400,$86.91 ,$87.80 ,$86.08 
1/14/2021,$87.01 ,23589540,$87.68 ,$88.75 ,$86.67 
1/13/2021,$87.72 ,21882620,$86.93 ,$88.25 ,$86.90 
1/12/2021,$87.33 ,27153820,$87.70 ,$88.90 ,$86.27 
1/11/2021,$88.34 ,24194700,$89.30 ,$89.72 ,$88.03 
1/8/2021,$90.36 ,41020040,$89.40 ,$90.49 ,$88.68 
1/7/2021,$89.36 ,45300440,$87.00 ,$89.42 ,$86.85 
1/6/2021,$86.76 ,52042280,$85.13 ,$87.40 ,$84.95 
1/5/2021,$87.05 ,22906940,$86.25 ,$87.38 ,$85.90 
1/4/2021,$86.41 ,38037100,$87.88 ,$88.03 ,$85.39 
12/31/2020,$87.59 ,20244800,$86.77 ,$87.95 ,$86.77 
12/30/2020,$86.98 ,26122600,$88.10 ,$88.25 ,$86.28 
12/29/2020,$87.94 ,25987900,$89.39 ,$89.62 ,$87.80 
12/28/2020,$88.80 ,27860660,$87.58 ,$89.54 ,$87.32 
12/24/2020,$86.94 ,6935060,$86.75 ,$87.30 ,$86.46 
12/23/2020,$86.62 ,20678340,$86.41 ,$87.40 ,$86.25 
12/22/2020,$86.18 ,18766920,$86.72 ,$86.87 ,$85.63 
12/21/2020,$86.97 ,36567560,$85.68 ,$87.04 ,$84.95 
12/18/2020,$86.55 ,80327060,$87.71 ,$87.76 ,$86.01 
12/17/2020,$87.40 ,32494880,$88.43 ,$88.59 ,$86.93 
12/16/2020,$88.15 ,30270860,$88.64 ,$88.65 ,$87.80 
12/15/2020,$88.39 ,29645220,$88.22 ,$88.57 ,$87.50 
12/14/2020,$88.00 ,32003460,$88.75 ,$89.87 ,$87.86 
12/11/2020,$89.09 ,24413020,$88.15 ,$89.22 ,$88 
12/10/2020,$88.77 ,27256960,$88.49 ,$89.07 ,$87.02 
12/9/2020,$89.21 ,30151160,$90.60 ,$91.71 ,$88.39 
12/8/2020,$90.93 ,21926380,$90.51 ,$91.10 ,$89.81 
12/7/2020,$90.97 ,26418920,$90.95 ,$91.62 ,$90.29 
12/4/2020,$91.40 ,27563320,$91.23 ,$91.66 ,$90.85 
12/3/2020,$91.34 ,24545960,$91.20 ,$92.36 ,$91.13 
12/2/2020,$91.40 ,24440640,$89.91 ,$91.78 ,$89.47 
12/1/2020,$89.91 ,34780900,$88.72 ,$91.24 ,$88.47 
11/30/2020,$88.04 ,36476720,$89.06 ,$89.40 ,$87.75 
11/27/2020,$89.66 ,17698320,$88.65 ,$90.20 ,$88.62 
11/25/2020,$88.57 ,20922440,$88.64 ,$88.93 ,$87.83 
11/24/2020,$88.44 ,31594060,$86.53 ,$88.58 ,$86.38 
11/23/2020,$86.74 ,43239500,$87.48 ,$87.70 ,$85.89 
11/20/2020,$87.11 ,46273100,$88.26 ,$88.70 ,$87.09 
11/19/2020,$88.20 ,24998200,$86.92 ,$88.48 ,$86.85 
11/18/2020,$87.34 ,23469320,$88.26 ,$88.67 ,$87.31 
11/17/2020,$88.51 ,22942280,$88.85 ,$89.25 ,$88.35 
11/16/2020,$89.07 ,24935700,$88.59 ,$89.95 ,$88.38 
11/13/2020,$88.85 ,30011480,$87.88 ,$89.05 ,$87.23 
11/12/2020,$87.49 ,24975080,$87.38 ,$88.41 ,$87.28 
11/11/2020,$87.64 ,25279320,$87.50 ,$88.21 ,$87.37 
11/10/2020,$87.02 ,52722840,$86.55 ,$88.15 ,$85.87 
11/9/2020,$88.15 ,45365400,$89.55 ,$90.90 ,$88.00 
11/6/2020,$88.09 ,33224500,$87.70 ,$88.62 ,$87.02 
11/5/2020,$88.17 ,41316240,$89.05 ,$89.68 ,$87.53 
11/4/2020,$87.46 ,71418540,$85.51 ,$88.57 ,$85.30 
11/3/2020,$82.51 ,33233060,$81.59 ,$83.09 ,$80.83 
11/2/2020,$81.30 ,50708920,$81.41 ,$83.04 ,$80.80 
10/30/2020,$81.05 ,86617240,$83.61 ,$84.35 ,$80.22 
10/29/2020,$78.36 ,40061280,$76.12 ,$79.69 ,$76.11 
10/28/2020,$75.83 ,36679180,$77.99 ,$78.07 ,$75.73 
10/27/2020,$80.21 ,24580040,$79.78 ,$80.34 ,$79.14 
10/26/2020,$79.52 ,37065080,$81.25 ,$81.91 ,$78.83 
10/23/2020,$82.05 ,27516880,$81.30 ,$82.12 ,$81.03 
10/22/2020,$80.77 ,28680840,$79.65 ,$81.10 ,$79.25 
10/21/2020,$79.67 ,51366900,$78.67 ,$80.94 ,$78.58 
10/20/2020,$77.80 ,44851440,$76.35 ,$78.88 ,$76.28 
10/19/2020,$76.73 ,32141500,$79.02 ,$79.41 ,$76.40 
10/16/2020,$78.65 ,28702740,$78.29 ,$79.06 ,$78.15 
10/15/2020,$77.96 ,30816340,$77.36 ,$78.76 ,$77.25 
10/14/2020,$78.40 ,38619800,$78.93 ,$79.38 ,$77.53 
10/13/2020,$78.58 ,32020860,$79.19 ,$79.50 ,$78.16 
10/12/2020,$78.46 ,49651200,$77.15 ,$79.69 ,$76.63 
10/9/2020,$75.76 ,28710840,$74.74 ,$75.83 ,$74.47 
10/8/2020,$74.30 ,23756620,$73.25 ,$74.50 ,$73.25 
10/7/2020,$73.01 ,34923120,$73.21 ,$73.45 ,$71.80 
10/6/2020,$72.67 ,24908460,$73.78 ,$74.34 ,$72.43 
10/5/2020,$74.30 ,22265140,$73.31 ,$74.41 ,$73.21 
10/2/2020,$72.92 ,25681420,$73.10 ,$74.16 ,$72.55 
10/1/2020,$74.50 ,35589940,$74.21 ,$74.95 ,$73.96 
9/30/2020,$73.48 ,34032160,$73.34 ,$74.49 ,$72.99 
9/29/2020,$73.47 ,19582040,$73.52 ,$73.83 ,$72.94 
9/28/2020,$73.23 ,40158820,$73.71 ,$73.84 ,$72.47 
9/25/2020,$72.25 ,26467500,$71.63 ,$72.50 ,$70.67 
9/24/2020,$71.41 ,29004320,$70.55 ,$72.19 ,$70.49 
9/23/2020,$70.76 ,33147000,$72.94 ,$73.05 ,$70.39 
9/22/2020,$73.27 ,31664020,$72.50 ,$73.48 ,$71.73 
9/21/2020,$71.56 ,57776540,$72.00 ,$72.42 ,$70.33 
9/18/2020,$73.00 ,62077640,$74.90 ,$75.15 ,$71.86 
9/17/2020,$74.78 ,37595020,$74.80 ,$75.41 ,$73.50 
9/16/2020,$76.05 ,26245980,$77.78 ,$78.10 ,$75.99 
9/15/2020,$77.07 ,26621640,$76.80 ,$77.98 ,$76.59 
9/14/2020,$75.96 ,33931780,$76.95 ,$78.20 ,$75.79 
9/11/2020,$76.04 ,31941740,$76.80 ,$78.76 ,$74.87 
9/10/2020,$76.60 ,32371140,$78.03 ,$79.20 ,$76.29 
9/9/2020,$77.85 ,35494080,$77.88 ,$78.45 ,$76.80 
9/8/2020,$76.62 ,52217680,$76.68 ,$78.19 ,$76.40 
9/4/2020,$79.55 ,52171360,$81.21 ,$82.26 ,$77.38 
9/3/2020,$82.09 ,62155260,$85.49 ,$85.49 ,$80.75 
9/2/2020,$86.41 ,50223600,$83.69 ,$86.66 ,$83.32 
9/1/2020,$83.04 ,36533100,$81.83 ,$83.29 ,$81.61 
8/31/2020,$81.71 ,36468120,$82.39 ,$82.40 ,$81.52 
8/28/2020,$82.22 ,29995640,$81.67 ,$82.36 ,$81.54 
8/27/2020,$81.72 ,37232040,$82.68 ,$82.75 ,$81.29 
8/26/2020,$82.62 ,71621440,$80.40 ,$82.96 ,$80.18 
8/25/2020,$80.41 ,42641680,$79.10 ,$80.58 ,$79.10 
8/24/2020,$79.41 ,28204580,$79.70 ,$80.71 ,$79.03 
8/21/2020,$79.02 ,28929060,$78.85 ,$79.89 ,$78.40 
8/20/2020,$79.09 ,34137540,$77.17 ,$79.29 ,$76.91 
8/19/2020,$77.38 ,33212220,$77.67 ,$78.68 ,$77.20 
8/18/2020,$77.93 ,40541720,$76.31 ,$78.12 ,$76.19 
8/17/2020,$75.90 ,27572000,$75.73 ,$76.28 ,$75.40 
8/14/2020,$75.39 ,27104000,$75.78 ,$76.10 ,$75.14 
8/13/2020,$75.92 ,29104160,$75.52 ,$76.86 ,$75.40 
8/12/2020,$75.33 ,28753100,$74.28 ,$75.62 ,$74.26 
8/11/2020,$74.02 ,29087300,$74.62 ,$75.50 ,$73.90 
8/10/2020,$74.81 ,25790600,$74.36 ,$75.20 ,$73.65 
8/7/2020,$74.72 ,31556520,$75 ,$75.84 ,$74.08 
8/6/2020,$75.01 ,39907360,$73.59 ,$75.12 ,$73.30 
8/5/2020,$73.68 ,39599140,$73.47 ,$74.12 ,$73.17 
8/4/2020,$73.25 ,38069780,$73.83 ,$74.28 ,$72.93 
8/3/2020,$73.72 ,46630280,$74.33 ,$74.52 ,$73.28 
7/31/2020,$74.15 ,68580720,$75.25 ,$75.45 ,$72.70 
7/30/2020,$76.57 ,33427920,$74.85 ,$76.89 ,$74.61 
7/29/2020,$76.10 ,22130680,$75.32 ,$76.56 ,$75.07 
7/28/2020,$75.02 ,34043480,$76.26 ,$76.32 ,$74.88 
7/27/2020,$76.51 ,24919600,$75.78 ,$77.05 ,$75.76 
7/24/2020,$75.59 ,30888080,$74.95 ,$75.88 ,$74.42 
7/23/2020,$75.78 ,32552680,$78.35 ,$78.59 ,$75.37 
7/22/2020,$78.42 ,18639700,$78.03 ,$78.50 ,$77.31 
7/21/2020,$77.92 ,24372900,$79.35 ,$79.35 ,$77.71 
7/20/2020,$78.29 ,31145040,$75.76 ,$78.51 ,$75.18 
7/17/2020,$75.78 ,29140200,$76.08 ,$76.17 ,$74.92 
7/16/2020,$75.90 ,30386900,$75 ,$75.93 ,$74.32 
7/15/2020,$75.68 ,32213680,$76.16 ,$76.77 ,$74.90 
7/14/2020,$76.03 ,31700320,$74.52 ,$76.15 ,$74.18 
7/13/2020,$75.57 ,36928480,$77.50 ,$78.86 ,$75.26 
7/10/2020,$77.09 ,37134080,$75.31 ,$77.19 ,$74.83 
7/9/2020,$75.55 ,28466440,$75.32 ,$76.14 ,$74.40 
7/8/2020,$74.80 ,24993160,$74.72 ,$75.29 ,$74.28 
7/7/2020,$74.26 ,29163440,$74.50 ,$75.84 ,$74.18 
7/6/2020,$74.79 ,31279940,$74.00 ,$75.33 ,$73.64 
7/2/2020,$73.24 ,37189600,$72.35 ,$74.15 ,$72.32 
7/1/2020,$71.90 ,35503340,$70.56 ,$72.15 ,$70.49 
6/30/2020,$70.68 ,40847620,$69.52 ,$70.93 ,$69.20 
6/29/2020,$69.75 ,36203600,$67.91 ,$69.78 ,$67.35 
6/26/2020,$68.00 ,85353960,$71.57 ,$71.67 ,$67.60 
6/25/2020,$72.07 ,24609480,$71.50 ,$72.15 ,$71 
6/24/2020,$71.60 ,35120440,$73.08 ,$73.77 ,$71.49 
6/23/2020,$73.22 ,28595280,$72.78 ,$73.80 ,$72.26 
6/22/2020,$72.59 ,30848800,$71.45 ,$72.64 ,$71.16 
6/19/2020,$71.59 ,63157500,$72.20 ,$72.39 ,$71.07 
6/18/2020,$71.80 ,31638320,$72.46 ,$72.57 ,$71.35 
6/17/2020,$72.56 ,30992300,$72.36 ,$73 ,$71.57 
6/16/2020,$72.14 ,34232280,$72.26 ,$72.75 ,$71.30 
6/15/2020,$70.99 ,30121920,$69.54 ,$71.24 ,$69.40 
6/12/2020,$70.66 ,38927340,$71.42 ,$71.85 ,$69.30 
6/11/2020,$70.19 ,39826640,$72.12 ,$72.72 ,$70.10 
6/10/2020,$73.29 ,30503060,$72.98 ,$73.71 ,$72.81 
6/9/2020,$72.81 ,28184980,$72.27 ,$73.40 ,$72.16 
6/8/2020,$72.33 ,28083560,$71.12 ,$72.40 ,$71.12 
6/5/2020,$71.92 ,34704880,$70.66 ,$72.25 ,$70.30 
6/4/2020,$70.61 ,29685440,$71.52 ,$71.95 ,$70.24 
6/3/2020,$71.82 ,25123720,$71.92 ,$72.33 ,$71.49 
6/2/2020,$71.96 ,25562560,$71.53 ,$71.98 ,$70.94 
6/1/2020,$71.59 ,24342800,$70.92 ,$71.90 ,$70.90 
5/29/2020,$71.45 ,36761180,$70.85 ,$71.63 ,$70.67 
5/28/2020,$70.84 ,33879520,$69.84 ,$72.04 ,$69.80 
5/27/2020,$70.89 ,33722840,$70.86 ,$71.09 ,$69.56 
5/26/2020,$70.85 ,41212860,$71.86 ,$72.05 ,$70.61 
5/22/2020,$70.52 ,26188160,$69.84 ,$70.64 ,$69.59 
5/21/2020,$70.14 ,27703880,$70.40 ,$70.77 ,$69.67 
5/20/2020,$70.34 ,33107500,$69.48 ,$70.52 ,$69.36 
5/19/2020,$68.67 ,25612980,$69.35 ,$69.60 ,$68.67 
5/18/2020,$69.20 ,36479280,$68.09 ,$69.62 ,$67.71 
5/15/2020,$68.66 ,34154940,$67.50 ,$68.72 ,$66.95 
5/14/2020,$67.81 ,32061540,$66.75 ,$67.87 ,$66.20 
5/13/2020,$67.47 ,36251700,$68.85 ,$69.27 ,$66.42 
5/12/2020,$68.79 ,27812000,$70.36 ,$70.75 ,$68.74 
5/11/2020,$70.16 ,28242320,$68.91 ,$70.83 ,$68.86 
5/8/2020,$69.42 ,27761360,$69.16 ,$69.94 ,$68.77 
5/7/2020,$68.63 ,27995180,$68.30 ,$68.88 ,$67.76 
5/6/2020,$67.37 ,24308460,$68.08 ,$68.56 ,$67.36 
5/5/2020,$67.56 ,33030660,$66.90 ,$68.70 ,$66.87 
5/4/2020,$66.34 ,30080340,$65.41 ,$66.38 ,$64.95 
5/1/2020,$66.03 ,41452780,$66.43 ,$67.60 ,$65.55 
4/30/2020,$67.43 ,53378120,$66.24 ,$67.64 ,$66.12 
4/29/2020,$67.07 ,75872480,$67.07 ,$68.00 ,$66.27 
4/28/2020,$61.68 ,59026180,$64.40 ,$64.40 ,$61.61 
4/27/2020,$63.79 ,32011260,$64.80 ,$64.81 ,$63.45 
4/24/2020,$63.97 ,32807880,$63.06 ,$64.02 ,$62.47 
4/23/2020,$63.82 ,31324060,$63.58 ,$64.67 ,$63.28 
4/22/2020,$63.16 ,41862800,$62.28 ,$64.28 ,$62.10 
4/21/2020,$60.82 ,43060060,$62.35 ,$62.71 ,$60.49 
4/20/2020,$63.33 ,33909760,$63.55 ,$64.08 ,$63.07 
4/17/2020,$64.16 ,38980840,$64.24 ,$64.72 ,$63.56 
4/16/2020,$63.17 ,50361980,$63.71 ,$63.95 ,$62.13 
4/15/2020,$63.12 ,33434060,$62.28 ,$64.02 ,$62.02 
4/14/2020,$63.46 ,49407060,$62.25 ,$64.10 ,$61.85 
4/13/2020,$60.88 ,34796560,$60.46 ,$61.03 ,$59.38 
4/9/2020,$60.57 ,43508420,$61.20 ,$61.28 ,$59.84 
4/8/2020,$60.51 ,39502700,$60.33 ,$60.95 ,$59.41 
4/7/2020,$59.33 ,47746580,$61.05 ,$61.25 ,$59.11 
4/6/2020,$59.35 ,53294460,$56.90 ,$59.73 ,$56.55 
4/3/2020,$54.89 ,46268000,$55.95 ,$56.18 ,$53.99 
4/2/2020,$56.04 ,39297620,$54.91 ,$56.34 ,$54.82 
4/1/2020,$55.28 ,46883460,$56.10 ,$56.48 ,$54.87 
3/31/2020,$58.14 ,49759660,$57.37 ,$58.77 ,$56.91 
3/30/2020,$57.34 ,51481220,$56.25 ,$57.58 ,$54.82 
3/27/2020,$55.54 ,64169900,$56.28 ,$57.53 ,$55.30 
3/26/2020,$58.09 ,71475100,$55.59 ,$58.50 ,$54.68 
3/25/2020,$55.12 ,81630560,$56.32 ,$57.45 ,$54.30 
3/24/2020,$56.72 ,66889000,$55.19 ,$56.75 ,$54.53 
3/23/2020,$52.83 ,80882740,$53.07 ,$53.57 ,$50.68 
3/20/2020,$53.62 ,72035000,$56.79 ,$57.20 ,$53.27 
3/19/2020,$55.76 ,73022120,$54.65 ,$57.90 ,$53.01 
3/18/2020,$54.84 ,84668700,$52.83 ,$55.33 ,$51.86 
3/17/2020,$55.99 ,77229780,$54.66 ,$56.54 ,$52.80 
3/16/2020,$54.22 ,85047300,$54.80 ,$57.61 ,$53.72 
3/13/2020,$60.99 ,74002500,$58.95 ,$60.99 ,$55.86 
3/12/2020,$55.75 ,84534960,$56.30 ,$59.69 ,$55.67 
3/11/2020,$60.77 ,52224580,$62.49 ,$63.05 ,$59.80 
3/10/2020,$64.02 ,52227460,$63 ,$64.06 ,$60.94 
3/9/2020,$60.78 ,67307300,$60.27 ,$62.74 ,$60 
3/6/2020,$64.92 ,53212560,$63.85 ,$65.31 ,$63.05 
3/5/2020,$65.95 ,51225760,$67.51 ,$67.95 ,$65.26 
3/4/2020,$69.33 ,38266300,$67.96 ,$69.40 ,$67.16 
3/3/2020,$67.07 ,48046520,$69.97 ,$70.51 ,$66.60 
3/2/2020,$69.46 ,48629360,$67.58 ,$69.54 ,$66.34 
2/28/2020,$66.97 ,75812360,$63.88 ,$67.06 ,$63.55 
2/27/2020,$65.90 ,59566000,$68.10 ,$68.59 ,$65.86 
2/26/2020,$69.66 ,44080740,$69.81 ,$70.79 ,$68.95 
2/25/2020,$69.42 ,49565560,$71.65 ,$71.91 ,$69.12 
2/24/2020,$71.08 ,57341060,$71.31 ,$71.85 ,$70.57 
2/21/2020,$74.26 ,34645460,$75.40 ,$75.61 ,$74.02 
2/20/2020,$75.91 ,21931040,$76.10 ,$76.48 ,$75.34 
2/19/2020,$76.33 ,18985360,$76.25 ,$76.61 ,$76.07 
2/18/2020,$75.98 ,22422800,$75.75 ,$76.58 ,$75.63 
2/14/2020,$76.04 ,23956720,$75.78 ,$76.04 ,$75.37 
2/13/2020,$75.73 ,18594600,$75.63 ,$76.36 ,$75.23 
2/12/2020,$75.91 ,23351300,$75.72 ,$76.03 ,$75.41 
2/11/2020,$75.44 ,26892660,$75.59 ,$76.48 ,$75.28 
2/10/2020,$75.43 ,28397520,$73.72 ,$75.48 ,$73.72 
2/7/2020,$73.96 ,23445400,$73.37 ,$74.29 ,$73.32 
2/6/2020,$73.81 ,33587680,$72.52 ,$74.10 ,$72.48 
2/5/2020,$72.41 ,39723140,$73.12 ,$73.19 ,$71.53 
2/4/2020,$72.35 ,78659080,$72.85 ,$73.48 ,$71.32 
2/3/2020,$74.30 ,61104320,$73.10 ,$74.50 ,$72.95 
1/31/2020,$71.71 ,48344280,$73.45 ,$73.51 ,$71.43 
1/30/2020,$72.79 ,26788420,$72.00 ,$72.86 ,$71.82 
1/29/2020,$72.93 ,21573340,$72.94 ,$73.27 ,$72.34 
1/28/2020,$72.63 ,31548440,$72.15 ,$72.80 ,$71.62 
1/27/2020,$71.70 ,35104020,$71.55 ,$71.90 ,$71.06 
1/24/2020,$73.34 ,35692880,$74.68 ,$74.77 ,$73.26 
1/23/2020,$74.33 ,27027080,$74.38 ,$74.78 ,$74.11 
1/22/2020,$74.30 ,32216920,$74.55 ,$75.16 ,$74.25 
1/21/2020,$74.22 ,40735600,$73.96 ,$74.59 ,$73.56 
1/17/2020,$74.02 ,47924300,$73.15 ,$74.06 ,$72.91 
1/16/2020,$72.59 ,23473760,$72.37 ,$72.60 ,$72.05 
1/15/2020,$71.96 ,25653700,$71.51 ,$72.07 ,$71.51 
1/14/2020,$71.54 ,31209060,$71.95 ,$72.09 ,$71.42 
1/13/2020,$71.96 ,33069640,$71.81 ,$72.03 ,$71.30 
1/10/2020,$71.49 ,36431320,$71.38 ,$71.75 ,$70.92 
1/9/2020,$70.99 ,30053280,$71.03 ,$71.37 ,$70.51 
1/8/2020,$70.22 ,30583540,$69.60 ,$70.58 ,$69.54 
1/7/2020,$69.67 ,30233860,$69.90 ,$70.15 ,$69.52 
1/6/2020,$69.71 ,34662980,$67.50 ,$69.83 ,$67.50 
1/3/2020,$68.03 ,23740120,$67.39 ,$68.63 ,$67.28 
1/2/2020,$68.37 ,28134620,$67.08 ,$68.41 ,$67.08 
12/31/2019,$66.85 ,19249360,$66.51 ,$66.90 ,$66.45 
12/30/2019,$66.81 ,21026460,$67.50 ,$67.65 ,$66.70 
12/27/2019,$67.59 ,20774360,$68.15 ,$68.23 ,$67.47 
12/26/2019,$68.02 ,13355080,$67.31 ,$68.07 ,$67.22 
